"Time (s)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"Altitude WGS84 (m)";"Speed (m/s)";"Direction (°)";"Distance (km)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)";"Satellites"
2,197137889E3;5,459352337E1;-4,702377390E0;5,164600597E3;5,220360840E3;1,357500000E2;2,245000000E2;2,268090126E2;9,935046196E0;2,500000000E0;2,100000000E1
2,198137889E3;5,459265455E1;-4,703842070E0;5,164051221E3;5,219812500E3;1,357899933E2;2,246000061E2;2,269438317E2;9,935046196E0;2,500000000E0;2,100000000E1
2,199137889E3;5,459179137E1;-4,705311650E0;5,164042365E3;5,219804688E3;1,357500000E2;2,246000061E2;2,270789491E2;9,935046196E0;2,500000000E0;2,100000000E1
2,200137889E3;5,459092197E1;-4,706776870E0;5,163080877E3;5,218844238E3;1,356799927E2;2,245000000E2;2,272144199E2;9,935046196E0;2,517085791E0;2,100000000E1
2,201137889E3;5,459005420E1;-4,708252760E0;5,163095453E3;5,218859863E3;1,357700043E2;2,245000000E2;2,273499799E2;9,935046196E0;2,500000000E0;2,000000000E1
2,202137889E3;5,458917968E1;-4,709718690E0;5,162524591E3;5,218290039E3;1,356799927E2;2,246000061E2;2,274850717E2;9,935046196E0;2,513145447E0;2,000000000E1
2,203137889E3;5,458831317E1;-4,711188340E0;5,162552842E3;5,218319336E3;1,357200012E2;2,246000061E2;2,276198170E2;9,935046196E0;2,594358921E0;2,000000000E1
2,204137889E3;5,458744557E1;-4,712648350E0;5,162239306E3;5,218006836E3;1,357200012E2;2,246000061E2;2,277551195E2;9,935046196E0;2,522001982E0;2,000000000E1
2,205137889E3;5,458657813E1;-4,714120970E0;5,162103491E3;5,217872070E3;1,358000031E2;2,246000061E2;2,278909398E2;9,935046196E0;2,592254400E0;2,100000000E1
2,206137889E3;5,458570403E1;-4,715593310E0;5,162442776E3;5,218212402E3;1,356799927E2;2,246000061E2;2,280260799E2;9,935046196E0;2,584805250E0;2,100000000E1
2,207137889E3;5,458483770E1;-4,717064220E0;5,162246415E3;5,218017090E3;1,355800018E2;2,246000061E2;2,281610092E2;9,935046196E0;2,500000000E0;2,100000000E1
2,208137889E3;5,458397508E1;-4,718536930E0;5,161795167E3;5,217566895E3;1,357400055E2;2,246000061E2;2,282966797E2;9,935046196E0;2,569626093E0;2,100000000E1
2,209137889E3;5,458310391E1;-4,720011020E0;5,162251147E3;5,218023926E3;1,357100067E2;2,246000061E2;2,284321383E2;9,935046196E0;2,500000000E0;2,100000000E1
2,210137889E3;5,458223400E1;-4,721482600E0;5,163150976E3;5,218924805E3;1,357700043E2;2,246000061E2;2,285675350E2;9,935046196E0;2,620352507E0;2,100000000E1
2,211137889E3;5,458136232E1;-4,722949650E0;5,163388699E3;5,219163574E3;1,358300018E2;2,246000061E2;2,287029575E2;9,935046196E0;2,684323072E0;2,000000000E1
2,212137889E3;5,458049273E1;-4,724420930E0;5,163349073E3;5,219125000E3;1,357799988E2;2,246000061E2;2,288378722E2;9,935046196E0;2,733608007E0;2,000000000E1
2,213137889E3;5,457962772E1;-4,725888980E0;5,163437867E3;5,219214844E3;1,356999969E2;2,246000061E2;2,289728841E2;9,935046196E0;2,799422264E0;2,000000000E1
2,214137889E3;5,457876003E1;-4,727354440E0;5,163393362E3;5,219171387E3;1,356999969E2;2,245000000E2;2,291081212E2;9,935046196E0;2,804697514E0;2,000000000E1
2,215137889E3;5,457789024E1;-4,728821160E0;5,163374246E3;5,219153320E3;1,356900024E2;2,245000000E2;2,292433205E2;9,935046196E0;2,892936230E0;2,000000000E1
2,216137889E3;5,457702041E1;-4,730286940E0;5,162736478E3;5,218516602E3;1,356600037E2;2,245000000E2;2,293786488E2;1,008670998E1;2,967995644E0;2,000000000E1
2,217137889E3;5,457615029E1;-4,731755040E0;5,163457595E3;5,219238770E3;1,357500000E2;2,245000000E2;2,295143706E2;1,007648182E1;2,950105429E0;1,800000000E1
2,218137889E3;5,457527801E1;-4,733228030E0;5,163398922E3;5,219181152E3;1,356600037E2;2,245000000E2;2,296491639E2;9,935046196E0;2,777471066E0;1,800000000E1
2,219137889E3;5,457440905E1;-4,734686230E0;5,163693776E3;5,219477051E3;1,355899963E2;2,245000000E2;2,297845044E2;9,935046196E0;2,731466532E0;1,800000000E1
2,220137889E3;5,457353729E1;-4,736151610E0;5,164271338E3;5,220055664E3;1,355899963E2;2,245000000E2;2,299198975E2;9,935046196E0;2,655810595E0;1,900000000E1
2,221137889E3;5,457266743E1;-4,737621480E0;5,164678974E3;5,220464355E3;1,357100067E2;2,245000000E2;2,300547553E2;9,935046196E0;2,691556692E0;1,900000000E1
2,222137889E3;5,457180071E1;-4,739084980E0;5,164234563E3;5,220020996E3;1,355800018E2;2,245000000E2;2,301903962E2;9,935046196E0;2,643244505E0;1,900000000E1
2,223137889E3;5,457092902E1;-4,740557060E0;5,164757430E3;5,220544922E3;1,356699982E2;2,245000000E2;2,303262587E2;9,935046196E0;2,596106529E0;1,900000000E1
2,224137889E3;5,457005590E1;-4,742031500E0;5,165090354E3;5,220878906E3;1,356000061E2;2,245000000E2;2,304613708E2;9,935046196E0;2,620923758E0;1,900000000E1
2,225137889E3;5,456919068E1;-4,743503170E0;5,165025327E3;5,220814941E3;1,355899963E2;2,245000000E2;2,305968328E2;9,935046196E0;2,500000000E0;1,900000000E1
2,226137889E3;5,456832295E1;-4,744978150E0;5,164686861E3;5,220477539E3;1,356100006E2;2,245000000E2;2,307313229E2;9,935046196E0;2,500000000E0;1,900000000E1
2,227137889E3;5,456745929E1;-4,746438730E0;5,164202409E3;5,219994141E3;1,355700073E2;2,245000000E2;2,308669696E2;9,935046196E0;2,504657984E0;1,900000000E1
2,228137889E3;5,456658538E1;-4,747906860E0;5,164120785E3;5,219913574E3;1,356199951E2;2,245000000E2;2,310021740E2;9,935046196E0;2,500000000E0;1,900000000E1
2,229137889E3;5,456571788E1;-4,749376450E0;5,164409763E3;5,220203613E3;1,356999969E2;2,245000000E2;2,311375542E2;9,935046196E0;2,500000000E0;1,900000000E1
2,230137889E3;5,456485029E1;-4,750849740E0;5,164032721E3;5,219827637E3;1,356499939E2;2,245000000E2;2,312729320E2;9,935046196E0;2,500000000E0;1,900000000E1
2,231137889E3;5,456398067E1;-4,752319380E0;5,164697674E3;5,220493652E3;1,357100067E2;2,245000000E2;2,314084530E2;9,935046196E0;2,500000000E0;1,900000000E1
2,232137889E3;5,456310896E1;-4,753788480E0;5,164719562E3;5,220516602E3;1,357100067E2;2,245000000E2;2,315443356E2;9,935046196E0;2,500000000E0;1,900000000E1
2,233137889E3;5,456223403E1;-4,755259890E0;5,164355706E3;5,220153809E3;1,357599945E2;2,245000000E2;2,316797831E2;9,935046196E0;2,500000000E0;1,800000000E1
2,234137889E3;5,456136252E1;-4,756727650E0;5,164221343E3;5,220020508E3;1,357799988E2;2,245000000E2;2,318150535E2;9,935046196E0;2,500000000E0;1,800000000E1
2,235137889E3;5,456049458E1;-4,758197740E0;5,163994691E3;5,219794922E3;1,357100067E2;2,245000000E2;2,319505253E2;9,935046196E0;2,500000000E0;1,800000000E1
2,236137889E3;5,455961857E1;-4,759657990E0;5,162952621E3;5,218753906E3;1,357599945E2;2,245000000E2;2,320858130E2;9,935046196E0;2,528352022E0;1,900000000E1
2,237137889E3;5,455874964E1;-4,761126660E0;5,163349993E3;5,219152344E3;1,358099976E2;2,245000000E2;2,322214522E2;9,935046196E0;2,605895042E0;1,900000000E1
2,238137889E3;5,455787878E1;-4,762599690E0;5,162821092E3;5,218624512E3;1,358099976E2;2,245000000E2;2,323566243E2;9,935046196E0;2,621748924E0;1,900000000E1
2,239137889E3;5,455701096E1;-4,764067690E0;5,162873248E3;5,218677734E3;1,357700043E2;2,245000000E2;2,324920303E2;9,935046196E0;2,500000000E0;1,900000000E1
2,240137889E3;5,455614143E1;-4,765537830E0;5,162635363E3;5,218440918E3;1,357700043E2;2,245000000E2;2,326276722E2;9,935046196E0;2,500000000E0;1,900000000E1
2,241137889E3;5,455526892E1;-4,767007920E0;5,162582537E3;5,218389160E3;1,357299957E2;2,245000000E2;2,327629364E2;9,935046196E0;2,500000000E0;1,900000000E1
2,242137889E3;5,455439983E1;-4,768475630E0;5,162157153E3;5,217964844E3;1,357500000E2;2,246000061E2;2,328986083E2;9,935046196E0;2,579138756E0;1,900000000E1
2,243137889E3;5,455352600E1;-4,769943990E0;5,161876301E3;5,217685059E3;1,357400055E2;2,246000061E2;2,330336978E2;9,935046196E0;2,658538580E0;1,900000000E1
2,244137889E3;5,455265676E1;-4,771407500E0;5,161984122E3;5,217793945E3;1,357100067E2;2,246000061E2;2,331690398E2;9,935046196E0;2,592051744E0;1,900000000E1
2,245137889E3;5,455178906E1;-4,772879280E0;5,162341935E3;5,218152832E3;1,356799927E2;2,246000061E2;2,333039214E2;9,935046196E0;2,501771688E0;1,900000000E1
2,246137889E3;5,455092154E1;-4,774341150E0;5,162902882E3;5,218714844E3;1,356799927E2;2,245000000E2;2,334394040E2;9,935046196E0;2,549873829E0;1,900000000E1
2,247137889E3;5,455005020E1;-4,775809580E0;5,161023881E3;5,216836914E3;1,356699982E2;2,246000061E2;2,335746963E2;1,032879734E1;2,813611269E0;1,800000000E1
2,248137889E3;5,454918009E1;-4,777275930E0;5,160987167E3;5,216801270E3;1,356799927E2;2,246000061E2;2,337100819E2;1,052218914E1;2,899679661E0;1,900000000E1
2,249137889E3;5,454831178E1;-4,778747480E0;5,160973396E3;5,216788574E3;1,356999969E2;2,245000000E2;2,338458844E2;1,000578499E1;2,686905622E0;1,900000000E1
2,250137889E3;5,454743934E1;-4,780220970E0;5,160968901E3;5,216785156E3;1,357299957E2;2,245000000E2;2,339810547E2;1,030015850E1;2,816032410E0;1,800000000E1
2,251137889E3;5,454656730E1;-4,781681100E0;5,160652405E3;5,216469727E3;1,356799927E2;2,245000000E2;2,341164462E2;9,981521606E0;2,694671631E0;1,800000000E1
2,252137889E3;5,454569366E1;-4,783143280E0;5,160778779E3;5,216597168E3;1,356999969E2;2,245000000E2;2,342517627E2;9,935046196E0;2,685165405E0;1,800000000E1
2,253137889E3;5,454482574E1;-4,784613860E0;5,160761100E3;5,216580566E3;1,356699982E2;2,245000000E2;2,343873913E2;9,935046196E0;2,651200771E0;1,900000000E1
2,254137889E3;5,454395232E1;-4,786081640E0;5,160603776E3;5,216424316E3;1,356900024E2;2,245000000E2;2,345227270E2;9,935046196E0;2,618511200E0;1,900000000E1
2,255137889E3;5,454308016E1;-4,787545110E0;5,160876630E3;5,216698242E3;1,357100067E2;2,245000000E2;2,346578486E2;9,935046196E0;2,500776529E0;1,900000000E1
2,256137889E3;5,454221141E1;-4,789009820E0;5,161017158E3;5,216839844E3;1,356799927E2;2,245000000E2;2,347932767E2;9,935046196E0;2,500000000E0;1,900000000E1
2,257137889E3;5,454134236E1;-4,790480760E0;5,161081019E3;5,216904785E3;1,357100067E2;2,245000000E2;2,349277881E2;9,935046196E0;2,501992226E0;2,000000000E1
2,258137889E3;5,454047881E1;-4,791941040E0;5,160594594E3;5,216419434E3;1,356999969E2;2,243999939E2;2,350632056E2;9,935046196E0;2,500000000E0;2,000000000E1
2,259137889E3;5,453960957E1;-4,793411350E0;5,160601814E3;5,216427734E3;1,356799927E2;2,243999939E2;2,351986895E2;9,935046196E0;2,500000000E0;1,900000000E1
2,260137889E3;5,453873592E1;-4,794875320E0;5,161717927E3;5,217544922E3;1,356799927E2;2,243999939E2;2,353337673E2;9,935046196E0;2,500000000E0;1,900000000E1
2,261137889E3;5,453786714E1;-4,796338850E0;5,162226617E3;5,218054688E3;1,355299988E2;2,243999939E2;2,354687811E2;9,935046196E0;2,500000000E0;1,900000000E1
2,262137889E3;5,453699702E1;-4,797798560E0;5,161976032E3;5,217805176E3;1,355399933E2;2,243999939E2;2,356035530E2;9,935046196E0;2,500000000E0;1,900000000E1
2,263137889E3;5,453612918E1;-4,799256900E0;5,162470565E3;5,218300781E3;1,356300049E2;2,243999939E2;2,357394411E2;9,935046196E0;2,500000000E0;1,900000000E1
2,264137889E3;5,453525187E1;-4,800723240E0;5,163094975E3;5,218926270E3;1,357100067E2;2,245000000E2;2,358746910E2;9,935046196E0;2,500000000E0;1,900000000E1
2,265137889E3;5,453438170E1;-4,802188010E0;5,163347802E3;5,219180176E3;1,356699982E2;2,245000000E2;2,360101469E2;9,935046196E0;2,500000000E0;2,000000000E1
2,266137889E3;5,453351319E1;-4,803660230E0;5,163276890E3;5,219110352E3;1,356999969E2;2,245000000E2;2,361455626E2;9,935046196E0;2,511053085E0;2,000000000E1
2,267137889E3;5,453264013E1;-4,805123510E0;5,163304620E3;5,219139160E3;1,356900024E2;2,245000000E2;2,362810751E2;9,935046196E0;2,518137217E0;1,900000000E1
2,268137889E3;5,453176343E1;-4,806582440E0;5,163270831E3;5,219106445E3;1,357599945E2;2,245000000E2;2,364160248E2;9,935046196E0;2,622054338E0;1,900000000E1
2,269137889E3;5,453089720E1;-4,808047370E0;5,163013889E3;5,218850586E3;1,357400055E2;2,245000000E2;2,365518339E2;9,935046196E0;2,590436697E0;1,900000000E1
2,270137889E3;5,453002476E1;-4,809520380E0;5,163202740E3;5,219040527E3;1,358200073E2;2,246000061E2;2,366871843E2;1,011410999E1;2,769724131E0;2,100000000E1
2,271137889E3;5,452915489E1;-4,810987720E0;5,162246088E3;5,218084961E3;1,357200012E2;2,245000000E2;2,368225602E2;9,935046196E0;2,585546255E0;2,100000000E1
2,272137889E3;5,452828540E1;-4,812456260E0;5,162701055E3;5,218541016E3;1,358699951E2;2,245000000E2;2,369578058E2;9,935046196E0;2,592547655E0;2,100000000E1
2,273137889E3;5,452741876E1;-4,813926890E0;5,162076918E3;5,217917969E3;1,358600006E2;2,246000061E2;2,370932972E2;9,935046196E0;2,500000000E0;2,000000000E1
2,274137889E3;5,452654892E1;-4,815397310E0;5,162301901E3;5,218144043E3;1,358600006E2;2,245000000E2;2,372286895E2;9,935046196E0;2,500000000E0;2,100000000E1
2,275137889E3;5,452568106E1;-4,816868980E0;5,162319852E3;5,218163086E3;1,358899994E2;2,245000000E2;2,373648312E2;9,935046196E0;2,500000000E0;2,100000000E1
2,276137889E3;5,452480873E1;-4,818349350E0;5,161629787E3;5,217474121E3;1,359499969E2;2,245000000E2;2,375008124E2;9,935046196E0;2,500000000E0;2,000000000E1
2,277137889E3;5,452393673E1;-4,819826720E0;5,161494899E3;5,217340332E3;1,359400024E2;2,243999939E2;2,376364301E2;9,935046196E0;2,500000000E0;1,900000000E1
2,278137889E3;5,452306376E1;-4,821294300E0;5,161932775E3;5,217779297E3;1,358999939E2;2,243999939E2;2,377716045E2;9,935046196E0;2,500000000E0;1,900000000E1
2,279137889E3;5,452219346E1;-4,822756730E0;5,161691942E3;5,217539551E3;1,359299927E2;2,243999939E2;2,379071916E2;9,935046196E0;2,500000000E0;1,900000000E1
2,280137889E3;5,452132134E1;-4,824225070E0;5,161964288E3;5,217812988E3;1,359799957E2;2,243999939E2;2,380424198E2;9,935046196E0;2,500000000E0;1,900000000E1
2,281137889E3;5,452045009E1;-4,825686950E0;5,161466131E3;5,217315918E3;1,359100037E2;2,243999939E2;2,381781850E2;9,935046196E0;2,500000000E0;1,900000000E1
2,282137889E3;5,451957182E1;-4,827148280E0;5,161583698E3;5,217434570E3;1,359400024E2;2,243999939E2;2,383131078E2;9,935046196E0;2,500000000E0;1,900000000E1
2,283137889E3;5,451869984E1;-4,828602010E0;5,161595313E3;5,217447266E3;1,357899933E2;2,243999939E2;2,384487810E2;9,935046196E0;2,500000000E0;1,900000000E1
2,284137889E3;5,451782798E1;-4,830072590E0;5,161945291E3;5,217798340E3;1,359499969E2;2,243999939E2;2,385841374E2;9,935046196E0;2,500000000E0;1,900000000E1
2,285137889E3;5,451695805E1;-4,831539520E0;5,162740583E3;5,218594727E3;1,359499969E2;2,243999939E2;2,387195671E2;9,935046196E0;2,500000000E0;1,800000000E1
2,286137889E3;5,451608712E1;-4,833006280E0;5,163312243E3;5,219167480E3;1,359400024E2;2,243999939E2;2,388550980E2;9,935046196E0;2,500000000E0;1,700000000E1
2,287137889E3;5,451521463E1;-4,834472500E0;5,163689078E3;5,219545410E3;1,359100037E2;2,245000000E2;2,389907132E2;9,935046196E0;2,500000000E0;1,900000000E1
2,288137889E3;5,451434281E1;-4,835941740E0;5,163908684E3;5,219766113E3;1,359100037E2;2,245000000E2;2,391260842E2;9,935046196E0;2,500000000E0;2,100000000E1
2,289137889E3;5,451347092E1;-4,837405410E0;5,164506223E3;5,220364746E3;1,360000000E2;2,245000000E2;2,392614507E2;9,935046196E0;2,500000000E0;2,100000000E1
2,290137889E3;5,451259868E1;-4,838868330E0;5,164616946E3;5,220476562E3;1,359199982E2;2,245000000E2;2,393969162E2;9,935046196E0;2,500000000E0;2,100000000E1
2,291137889E3;5,451172469E1;-4,840330320E0;5,164776986E3;5,220637695E3;1,359299927E2;2,245000000E2;2,395321228E2;9,935046196E0;2,500000000E0;2,100000000E1
2,292137889E3;5,451085365E1;-4,841791750E0;5,164892592E3;5,220754395E3;1,359499969E2;2,245000000E2;2,396673882E2;9,935046196E0;2,500000000E0;2,100000000E1
2,293137889E3;5,450998377E1;-4,843256500E0;5,164423721E3;5,220286621E3;1,358999939E2;2,245000000E2;2,398029809E2;9,935046196E0;2,500000000E0;2,000000000E1
2,294137889E3;5,450911039E1;-4,844722300E0;5,164389908E3;5,220253906E3;1,359700012E2;2,245000000E2;2,399386928E2;9,935046196E0;2,500000000E0;1,900000000E1
2,295137889E3;5,450823720E1;-4,846191050E0;5,164194959E3;5,220060059E3;1,359700012E2;2,245000000E2;2,400737325E2;9,935046196E0;2,500000000E0;1,900000000E1
2,296137889E3;5,450737152E1;-4,847658090E0;5,163862313E3;5,219728516E3;1,359900055E2;2,245000000E2;2,402096923E2;9,935046196E0;2,500000000E0;1,900000000E1
2,297137889E3;5,450649571E1;-4,849127650E0;5,164281132E3;5,220148438E3;1,359299927E2;2,243999939E2;2,403455739E2;9,935046196E0;2,500000000E0;2,100000000E1
2,298137889E3;5,450562158E1;-4,850598410E0;5,164579344E3;5,220447754E3;1,361399994E2;2,245000000E2;2,404812212E2;9,935046196E0;2,500000000E0;2,200000000E1
2,299137889E3;5,450474605E1;-4,852061460E0;5,165145628E3;5,221015137E3;1,360000000E2;2,243999939E2;2,406167481E2;9,935046196E0;2,500000000E0;2,200000000E1
2,300137889E3;5,450387625E1;-4,853531920E0;5,165348623E3;5,221219238E3;1,360299988E2;2,243999939E2;2,407523184E2;9,935046196E0;2,500000000E0;2,000000000E1
2,301137889E3;5,450300471E1;-4,855000250E0;5,165563826E3;5,221435547E3;1,360000000E2;2,243999939E2;2,408876210E2;9,935046196E0;2,500000000E0;2,100000000E1
2,302137889E3;5,450213522E1;-4,856466230E0;5,165417702E3;5,221290527E3;1,360200043E2;2,245000000E2;2,410231259E2;9,935046196E0;2,500000000E0;2,100000000E1
2,303137889E3;5,450126270E1;-4,857931320E0;5,165288668E3;5,221162598E3;1,360000000E2;2,243999939E2;2,411588805E2;9,935046196E0;2,500000000E0;1,900000000E1
2,304137889E3;5,450039086E1;-4,859403110E0;5,165150351E3;5,221025391E3;1,360599976E2;2,286999969E2;2,412949377E2;9,935046196E0;2,500000000E0;1,900000000E1
2,305137889E3;5,449951836E1;-4,860880400E0;5,164322178E3;5,220198242E3;1,361999969E2;2,246000061E2;2,414302485E2;9,935046196E0;2,500000000E0;1,900000000E1
2,306137889E3;5,449864639E1;-4,862342060E0;5,164423294E3;5,220300293E3;1,353600006E2;2,243999939E2;2,415659204E2;9,996510506E0;2,569115400E0;2,100000000E1
2,307137889E3;5,449777173E1;-4,863806950E0;5,164099604E3;5,219977539E3;1,359199982E2;2,243999939E2;2,417015952E2;1,036883068E1;2,812114477E0;2,200000000E1
2,308137889E3;5,449689887E1;-4,865275050E0;5,163873567E3;5,219752441E3;1,360599976E2;2,243999939E2;2,422424927E2;1,137278938E1;3,063301563E0;2,200000000E1
2,312139336E3;5,449341504E1;-4,871120810E0;5,162745814E3;5,218628418E3;1,361100006E2;2,243000031E2;2,423779198E2;1,269272232E1;3,902806044E0;2,200000000E1
2,313139037E3;5,449256232E1;-4,872618070E0;5,162379607E3;5,218263184E3;1,361699982E2;2,243999939E2;2,425149942E2;1,294040012E1;4,182660580E0;6,000000000E0
2,314140098E3;5,449166233E1;-4,874068490E0;5,162566201E3;5,218450684E3;1,361999969E2;2,243000031E2;2,426504951E2;1,143072701E1;3,734521627E0;6,000000000E0
2,315137495E3;5,449078832E1;-4,875530480E0;5,165059413E3;5,220944824E3;1,361100006E2;2,246000061E2;2,427852392E2;1,086053181E1;3,647152662E0;1,800000000E1
2,316139650E3;5,448992059E1;-4,876986750E0;5,165026750E3;5,220913086E3;1,362899933E2;2,243000031E2;2,429179558E2;1,074488354E1;3,741977930E0;2,000000000E1
2,317139642E3;5,448906888E1;-4,878426290E0;5,165250931E3;5,221138184E3;1,352400055E2;2,243999939E2;2,430533826E2;1,076240158E1;3,993035793E0;2,200000000E1
2,318139642E3;5,448819764E1;-4,879891440E0;5,164775879E3;5,220664062E3;1,354499969E2;2,243999939E2;2,431896711E2;1,091109562E1;4,148980618E0;2,300000000E1
2,319139642E3;5,448731605E1;-4,881357360E0;5,164943411E3;5,220832520E3;1,364600067E2;2,241999969E2;2,433246752E2;1,079608250E1;4,159081936E0;2,300000000E1
2,320139642E3;5,448644493E1;-4,882813280E0;5,164539170E3;5,220429199E3;1,360899963E2;2,241999969E2;2,434604757E2;1,080576801E1;4,187757969E0;2,300000000E1
2,321139642E3;5,448557784E1;-4,884293840E0;5,165016741E3;5,220907715E3;1,361799927E2;2,243999939E2;2,435960027E2;1,083344078E1;4,134854317E0;2,200000000E1
2,322139642E3;5,448470202E1;-4,885752980E0;5,164919142E3;5,220811035E3;1,358899994E2;2,241999969E2;2,437293235E2;1,137092304E1;4,282771587E0;2,100000000E1
2,323139642E3;5,448382915E1;-4,887167950E0;5,163148730E3;5,219041504E3;1,352500000E2;2,241999969E2;2,438695902E2;1,148795223E1;4,222172737E0;1,800000000E1
2,324139642E3;5,448293899E1;-4,888706500E0;5,162545207E3;5,218438965E3;1,373300018E2;2,243999939E2;2,440062189E2;1,204469204E1;4,376918316E0;1,800000000E1
2,325139642E3;5,448204174E1;-4,890151520E0;5,161961304E3;5,217855957E3;1,355700073E2;2,233999939E2;2,441417726E2;1,112703800E1;4,350680828E0;1,900000000E1
2,326139642E3;5,448116155E1;-4,891603320E0;5,161610299E3;5,217505859E3;1,359199982E2;2,238000031E2;2,442783459E2;1,145351315E1;4,480588913E0;1,800000000E1
2,327139642E3;5,448029231E1;-4,893096930E0;5,160752902E3;5,216649414E3;1,362799988E2;2,241999969E2;2,444127668E2;1,127972984E1;4,396736145E0;1,800000000E1
2,328139642E3;5,447942340E1;-4,894543550E0;5,160127971E3;5,216025391E3;1,360299988E2;2,243000031E2;2,445484023E2;1,139069653E1;4,507969379E0;1,500000000E1
2,329139642E3;5,447855335E1;-4,896015060E0;5,159374113E3;5,215272461E3;1,368200073E2;2,243999939E2;2,446788790E2;1,116048336E1;4,611082077E0;1,500000000E1
2,330139642E3;5,447770251E1;-4,897405840E0;5,156458698E3;5,212357910E3;1,358699951E2;2,241000061E2;2,448153109E2;1,113454247E1;4,787912846E0;1,400000000E1
2,331139642E3;5,447683683E1;-4,898902350E0;5,155963605E3;5,211863770E3;1,365700073E2;2,245000000E2;2,449514174E2;1,102613831E1;4,777829647E0;1,300000000E1
2,332139642E3;5,447594402E1;-4,900343490E0;5,156255197E3;5,212156250E3;1,362799988E2;2,243000031E2;2,450881154E2;1,069674969E1;4,507194519E0;1,300000000E1
2,333139642E3;5,447506080E1;-4,901815190E0;5,157512090E3;5,213414062E3;1,365800018E2;2,191000061E2;2,452259805E2;1,062112999E1;4,128175259E0;1,600000000E1
2,334139642E3;5,447417879E1;-4,903314820E0;5,157920812E3;5,213823730E3;1,367100067E2;2,245000000E2;2,453627649E2;1,070097446E1;4,041057110E0;2,000000000E1
2,335139642E3;5,447329926E1;-4,904794900E0;5,159538537E3;5,215442383E3;1,363899994E2;2,241000061E2;2,454994756E2;1,066686058E1;3,737425566E0;2,000000000E1
2,336139642E3;5,447242059E1;-4,906274830E0;5,160247570E3;5,216152344E3;1,363899994E2;2,241000061E2;2,456364196E2;1,057293606E1;3,419497490E0;2,000000000E1
2,337139642E3;5,447153711E1;-4,907751410E0;5,160044500E3;5,215950195E3;1,365099945E2;2,243000031E2;2,457736166E2;1,062833214E1;3,509026527E0;2,100000000E1
2,338139642E3;5,447065556E1;-4,909236970E0;5,160510367E3;5,216416992E3;1,363999939E2;2,240000000E2;2,459097636E2;1,059600163E1;3,503883600E0;2,100000000E1
2,339139642E3;5,446977874E1;-4,910707580E0;5,159425953E3;5,215333496E3;1,362799988E2;2,241000061E2;2,460454626E2;1,067683125E1;3,376263142E0;2,100000000E1
2,340139642E3;5,446890270E1;-4,912169590E0;5,160589106E3;5,216497559E3;1,362100067E2;2,241000061E2;2,461821880E2;1,062978458E1;3,323407650E0;2,000000000E1
2,341139642E3;5,446802393E1;-4,913649510E0;5,160951463E3;5,216860840E3;1,364100037E2;2,243000031E2;2,463185300E2;1,051557541E1;3,197521687E0;2,000000000E1
2,342139642E3;5,446714837E1;-4,915126560E0;5,161569682E3;5,217479980E3;1,364299927E2;2,243000031E2;2,464547246E2;1,031825447E1;3,142095089E0;2,000000000E1
2,343139642E3;5,446627394E1;-4,916602300E0;5,161663976E3;5,217575195E3;1,362599945E2;2,243999939E2;2,465911020E2;1,020471668E1;3,050490856E0;2,000000000E1
2,344139642E3;5,446539970E1;-4,918082380E0;5,161219204E3;5,217131348E3;1,363099976E2;2,243999939E2;2,467267228E2;9,976968765E0;2,861147404E0;1,900000000E1
2,345139642E3;5,446452913E1;-4,919552150E0;5,161401882E3;5,217314941E3;1,363099976E2;2,246000061E2;2,468630507E2;9,935046196E0;2,836359978E0;2,100000000E1
2,346139642E3;5,446365034E1;-4,921023070E0;5,161257904E3;5,217171875E3;1,363099976E2;2,243000031E2;2,469999203E2;9,935046196E0;2,763523579E0;2,100000000E1
2,347139642E3;5,446277116E1;-4,922505270E0;5,161041650E3;5,216956543E3;1,366199951E2;2,243999939E2;2,471354857E2;9,935046196E0;2,690136194E0;2,000000000E1
2,348139642E3;5,446189745E1;-4,923968190E0;5,161413791E3;5,217329590E3;1,363699951E2;2,203999939E2;2,472707958E2;1,051095390E1;2,688977957E0;1,900000000E1
2,349139642E3;5,446102613E1;-4,925429640E0;5,161663863E3;5,217580566E3;1,360599976E2;2,243000031E2;2,474040480E2;1,097916698E1;3,034102678E0;2,000000000E1
2,350139642E3;5,446016441E1;-4,926862360E0;5,161885636E3;5,217803223E3;1,353800049E2;2,238000031E2;2,475394203E2;1,121823120E1;3,233792305E0;2,000000000E1
2,351139642E3;5,445928701E1;-4,928314330E0;5,162618631E3;5,218537109E3;1,352899933E2;2,220000000E2;2,476707017E2;1,175223160E1;3,478230953E0;1,800000000E1
2,352139642E3;5,445842343E1;-4,929699330E0;5,162481075E3;5,218400391E3;1,340700073E2;2,195000000E2;2,478060526E2;1,219241142E1;3,670422792E0;1,900000000E1
2,353139642E3;5,445754871E1;-4,931155540E0;5,161884476E3;5,217804688E3;1,337500000E2;2,173999939E2;2,479453590E2;1,252372932E1;3,815288782E0;1,800000000E1
2,354139642E3;5,445665020E1;-4,932657420E0;5,160371344E3;5,216292480E3;1,345700073E2;2,158999939E2;2,480852482E2;1,275834846E1;3,872710228E0;1,800000000E1
2,355139642E3;5,445577677E1;-4,934214980E0;5,160998775E3;5,216920898E3;1,359100037E2;2,238999939E2;2,482207741E2;1,169059658E1;3,990892887E0;1,700000000E1
