"Time (s)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"Altitude WGS84 (m)";"Speed (m/s)";"Direction (°)";"Distance (km)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)";"Satellites"
3,549139642E3;5,352683815E1;-6,681074000E0;1,368019105E3;1,424813965E3;1,024700012E2;1,336999969E2;4,084012952E2;1,254402447E1;6,300929070E0;1,900000000E1
3,550139642E3;5,352622075E1;-6,679929460E0;1,362075055E3;1,418868408E3;1,026900024E2;1,330000000E2;4,085036191E2;1,253408432E1;6,301925659E0;1,900000000E1
3,551139642E3;5,352560845E1;-6,678773870E0;1,355808739E3;1,412600586E3;1,026200027E2;1,321000061E2;4,086063127E2;1,237928200E1;6,129038811E0;1,800000000E1
3,552139642E3;5,352498865E1;-6,677622110E0;1,349368725E3;1,406159058E3;1,027500000E2;1,315000000E2;4,087086932E2;1,224800873E1;5,861554623E0;1,800000000E1
3,553139642E3;5,352441872E1;-6,676405680E0;1,339035012E3;1,395823853E3;1,028499985E2;1,306999969E2;4,088106508E2;1,209065247E1;5,630175591E0;1,800000000E1
3,554139642E3;5,352384206E1;-6,675206490E0;1,328750002E3;1,385537354E3;1,029100037E2;1,298999939E2;4,089128470E2;1,242748833E1;5,967213631E0;1,600000000E1
3,555139642E3;5,352332908E1;-6,673923720E0;1,314927735E3;1,371713623E3;1,032300034E2;1,291999969E2;4,090165154E2;1,144552231E1;5,044200420E0;1,800000000E1
3,556139642E3;5,352278392E1;-6,672651530E0;1,302947419E3;1,359731812E3;1,035100021E2;1,288000031E2;4,091196617E2;1,118770218E1;4,781960487E0;1,900000000E1
3,557139642E3;5,352220245E1;-6,671435810E0;1,295517162E3;1,352300049E3;1,036299973E2;1,283000031E2;4,092238139E2;1,096583462E1;4,482202530E0;2,200000000E1
3,558139642E3;5,352161637E1;-6,670206820E0;1,286968633E3;1,343750000E3;1,038600006E2;1,281999969E2;4,093270548E2;1,096049595E1;4,200597763E0;2,200000000E1
3,559139642E3;5,352103897E1;-6,668983830E0;1,279055465E3;1,335835327E3;1,040299988E2;1,281000061E2;4,094311154E2;1,096488953E1;3,944082975E0;2,300000000E1
3,560139642E3;5,352046249E1;-6,667743850E0;1,270498508E3;1,327276855E3;1,042099991E2;1,279000015E2;4,095346461E2;1,093117619E1;3,724755526E0;2,400000000E1
3,561139642E3;5,351988913E1;-6,666509960E0;1,262010757E3;1,318787598E3;1,042099991E2;1,278000031E2;4,096386104E2;1,079856014E1;3,825922251E0;2,400000000E1
3,562139642E3;5,351932049E1;-6,665261650E0;1,254328428E3;1,311103760E3;1,042300034E2;1,276999969E2;4,097422994E2;1,083051872E1;3,689933300E0;2,300000000E1
3,563139642E3;5,351875126E1;-6,664019370E0;1,246080789E3;1,302854614E3;1,040999985E2;1,275999985E2;4,098468249E2;1,080134201E1;3,924810648E0;2,200000000E1
3,564139642E3;5,351816292E1;-6,662786290E0;1,239170448E3;1,295942749E3;1,040800018E2;1,275000000E2;4,099503418E2;1,069352341E1;3,722557068E0;2,000000000E1
3,565139642E3;5,351758982E1;-6,661552390E0;1,230206256E3;1,286977051E3;1,041500015E2;1,275000000E2;4,100533007E2;1,058748722E1;3,664222240E0;1,800000000E1
3,566139642E3;5,351704327E1;-6,660295330E0;1,220202860E3;1,276972168E3;1,039000015E2;1,274000015E2;4,101571524E2;1,039563274E1;3,658174753E0;1,900000000E1
3,567139642E3;5,351647463E1;-6,659049250E0;1,212139914E3;1,268907715E3;1,039100037E2;1,273000031E2;4,102599708E2;1,031997204E1;3,539903641E0;2,100000000E1
3,568139642E3;5,351592378E1;-6,657800190E0;1,203580854E3;1,260347168E3;1,040599976E2;1,271999969E2;4,103631893E2;1,018359947E1;3,536027431E0;2,000000000E1
3,569139642E3;5,351537884E1;-6,656536350E0;1,194346869E3;1,251111694E3;1,034899979E2;1,270999985E2;4,104667075E2;1,020723152E1;3,359394789E0;2,000000000E1
3,570139642E3;5,351481857E1;-6,655285950E0;1,186836283E3;1,243599609E3;1,036399994E2;1,270999985E2;4,105701756E2;1,016821766E1;3,308110476E0;2,000000000E1
3,571139642E3;5,351425605E1;-6,654039380E0;1,179887099E3;1,236648926E3;1,036200027E2;1,270999985E2;4,106728016E2;1,021952343E1;3,471657753E0;2,000000000E1
3,572139642E3;5,351370358E1;-6,652796040E0;1,173040195E3;1,229800537E3;1,034599991E2;1,270999985E2;4,107766259E2;1,018207836E1;3,489128828E0;2,000000000E1
3,573139642E3;5,351313703E1;-6,651547890E0;1,167394850E3;1,224153687E3;1,033300018E2;1,270999985E2;4,108790533E2;1,031159115E1;3,541323662E0;2,000000000E1
3,574139642E3;5,351258930E1;-6,650302400E0;1,160805509E3;1,217562866E3;1,031100006E2;1,270999985E2;4,109798606E2;1,065008068E1;3,784328461E0;1,900000000E1
3,575139642E3;5,351204482E1;-6,649083410E0;1,155244834E3;1,212000732E3;1,025699997E2;1,270000000E2;4,110814556E2;1,042114735E1;3,659072399E0;1,800000000E1
3,576139642E3;5,351149431E1;-6,647857160E0;1,151121427E3;1,207875854E3;1,022500000E2;1,270999985E2;4,111828759E2;1,026616669E1;3,460809946E0;1,900000000E1
3,577139642E3;5,351093914E1;-6,646640210E0;1,147210666E3;1,203963623E3;1,019800034E2;1,271999969E2;4,112847563E2;1,025810432E1;3,451456070E0;2,200000000E1
3,578139642E3;5,351037920E1;-6,645420670E0;1,142444444E3;1,199195923E3;1,013799973E2;1,270999985E2;4,113851603E2;1,032645988E1;3,557365656E0;2,300000000E1
3,579139642E3;5,350983981E1;-6,644202960E0;1,137982638E3;1,194732666E3;1,011900024E2;1,270999985E2;4,114864617E2;1,036871052E1;3,654768705E0;2,500000000E1
3,580139642E3;5,350928967E1;-6,642981870E0;1,135468601E3;1,192217163E3;1,012200012E2;1,270999985E2;4,115858618E2;1,031088543E1;3,591003656E0;2,600000000E1
3,581139642E3;5,350875895E1;-6,641772280E0;1,131498600E3;1,188245728E3;1,009700012E2;1,270000000E2;4,116861069E2;1,021816158E1;3,493725538E0;2,500000000E1
3,582139642E3;5,350821239E1;-6,640566710E0;1,128714407E3;1,185460083E3;1,008700027E2;1,270000000E2;4,117869588E2;1,027741432E1;3,589962721E0;2,400000000E1
3,583139642E3;5,350766515E1;-6,639350500E0;1,126237107E3;1,182981323E3;1,008000031E2;1,270000000E2;4,118869803E2;1,023646641E1;3,528438330E0;2,400000000E1
3,584139642E3;5,350712664E1;-6,638138980E0;1,124070461E3;1,180813232E3;1,006299973E2;1,270000000E2;4,119872600E2;1,008312798E1;3,291888714E0;2,400000000E1
3,585139642E3;5,350658409E1;-6,636927690E0;1,121318737E3;1,178060059E3;1,007300034E2;1,270999985E2;4,120874710E2;1,007642269E1;3,262622356E0;2,400000000E1
3,586139642E3;5,350603943E1;-6,635720400E0;1,118058957E3;1,174798828E3;1,006399994E2;1,270999985E2;4,121877955E2;1,008039474E1;3,274769545E0;2,400000000E1
3,587139642E3;5,350549656E1;-6,634508700E0;1,115463361E3;1,172201782E3;1,004300003E2;1,271999969E2;4,122882126E2;9,995373726E0;3,101785183E0;2,500000000E1
3,588139642E3;5,350494551E1;-6,633305730E0;1,114785495E3;1,171522461E3;1,005100021E2;1,275000000E2;4,123878056E2;1,021529007E1;3,272104025E0;2,500000000E1
3,589139642E3;5,350441247E1;-6,632095520E0;1,111346502E3;1,168082031E3;1,004199982E2;1,275000000E2;4,124876166E2;1,014219570E1;3,253911018E0;2,300000000E1
3,590139642E3;5,350387121E1;-6,630891550E0;1,108635909E3;1,165369995E3;1,002799988E2;1,275000000E2;4,125880002E2;1,015848637E1;3,267148733E0;2,400000000E1
3,591139642E3;5,350331664E1;-6,629693850E0;1,106551793E3;1,163284424E3;1,004199982E2;1,278000031E2;4,126880904E2;1,016123676E1;3,243840456E0;2,200000000E1
3,592139642E3;5,350276565E1;-6,628497110E0;1,102698385E3;1,159429565E3;1,003499985E2;1,278000031E2;4,127871181E2;1,023006153E1;3,121324062E0;2,100000000E1
3,593139642E3;5,350222697E1;-6,627304760E0;1,099402575E3;1,156132324E3;1,000299988E2;1,275999985E2;4,128878657E2;1,027033043E1;3,070903301E0;2,100000000E1
3,594139642E3;5,350166416E1;-6,626110990E0;1,096576890E3;1,153305176E3;1,002900009E2;1,278000031E2;4,129884441E2;1,022875690E1;2,946803808E0;2,000000000E1
3,595139642E3;5,350111305E1;-6,624905130E0;1,094169044E3;1,150895874E3;1,001699982E2;1,279000015E2;4,130878175E2;1,015294456E1;2,855354309E0;2,200000000E1
3,596139642E3;5,350056384E1;-6,623719850E0;1,092331128E3;1,149056519E3;1,000199966E2;1,280000000E2;4,131882097E2;1,011017513E1;2,784307003E0;2,200000000E1
3,597139642E3;5,349999926E1;-6,622535370E0;1,091329291E3;1,148053223E3;1,003199997E2;1,281000061E2;4,132884308E2;1,020872116E1;2,768374443E0;2,400000000E1
3,598139642E3;5,349943904E1;-6,621348370E0;1,090562087E3;1,147284790E3;1,006100006E2;1,280000000E2;4,133888537E2;1,019569397E1;2,893473148E0;2,100000000E1
3,599139642E3;5,349888500E1;-6,620149350E0;1,088278162E3;1,144999634E3;1,005299988E2;1,280000000E2;4,134888964E2;1,024753380E1;2,954518557E0;2,200000000E1
3,600139642E3;5,349832989E1;-6,618959040E0;1,086805268E3;1,143525513E3;1,000299988E2;1,281000061E2;4,135894338E2;1,012924576E1;2,851124048E0;2,200000000E1
3,601139642E3;5,349776827E1;-6,617767850E0;1,085100202E3;1,141819214E3;1,000800018E2;1,283000031E2;4,136891004E2;1,010436630E1;2,816742659E0;2,300000000E1
3,602139642E3;5,349721324E1;-6,616584700E0;1,083132674E3;1,139850464E3;9,991999817E1;1,270000000E2;4,137890734E2;9,935046196E0;2,660873652E0;2,300000000E1
3,603139642E3;5,349664862E1;-6,615408500E0;1,081493274E3;1,138209839E3;9,991999817E1;1,283000031E2;4,138882565E2;9,935046196E0;2,736035824E0;2,300000000E1
3,604139642E3;5,349609390E1;-6,614234290E0;1,081061385E3;1,137776733E3;9,952999878E1;1,285000000E2;4,139867555E2;9,935046196E0;2,765778780E0;2,600000000E1
3,605139642E3;5,349554418E1;-6,613066630E0;1,080371797E3;1,137085938E3;9,902999878E1;1,283000031E2;4,140845815E2;9,935046196E0;2,915781736E0;2,500000000E1
3,606139642E3;5,349499737E1;-6,611908090E0;1,079562205E3;1,136275146E3;9,863999939E1;1,176999969E2;4,141823858E2;1,014435291E1;3,179466248E0;2,600000000E1
3,607139642E3;5,349444453E1;-6,610758100E0;1,078676319E3;1,135388062E3;9,808999634E1;1,285000000E2;4,142802251E2;9,980039597E0;3,007400274E0;2,600000000E1
3,608139642E3;5,349387766E1;-6,609626900E0;1,077835477E3;1,134546021E3;9,786000061E1;1,293999939E2;4,143770780E2;1,019219112E1;3,110497713E0;2,700000000E1
3,609139642E3;5,349331685E1;-6,608506630E0;1,077718500E3;1,134427856E3;9,751000214E1;1,306999969E2;4,144713833E2;1,056085300E1;3,227305651E0;2,500000000E1
3,610139642E3;5,349277155E1;-6,607414770E0;1,077152639E3;1,133860840E3;9,612000275E1;1,308000031E2;4,145653420E2;1,054936504E1;3,496062994E0;2,200000000E1
3,611139642E3;5,349223145E1;-6,606322450E0;1,076098249E3;1,132805298E3;9,619000244E1;1,313000031E2;4,146600705E2;1,067795849E1;3,639975786E0;2,300000000E1
3,612139642E3;5,349168157E1;-6,605228740E0;1,075594771E3;1,132300659E3;9,579000092E1;1,316000061E2;4,147519060E2;1,109332657E1;3,851530552E0;2,200000000E1
3,613139642E3;5,349116899E1;-6,604140250E0;1,074801708E3;1,131506470E3;9,381999969E1;1,311999969E2;4,148467331E2;1,095246220E1;3,946672440E0;2,200000000E1
3,614139642E3;5,349061341E1;-6,603052770E0;1,073735364E3;1,130438965E3;9,466999817E1;1,311000061E2;4,149376908E2;1,105150509E1;4,112507820E0;2,100000000E1
3,615139642E3;5,349009565E1;-6,601988340E0;1,071196562E3;1,127899048E3;9,343000031E1;1,310000000E2;4,150312099E2;1,095883274E1;4,104824066E0;2,100000000E1
3,616139642E3;5,348956658E1;-6,600889480E0;1,070096146E3;1,126797485E3;9,373000336E1;1,303999939E2;4,151230695E2;1,109139442E1;4,297193527E0;1,900000000E1
3,617139642E3;5,348904457E1;-6,599813310E0;1,069485578E3;1,126185791E3;9,248000336E1;1,276999969E2;4,152158164E2;1,093309593E1;4,225376129E0;1,800000000E1
3,618139642E3;5,348851859E1;-6,598725290E0;1,067919576E3;1,124618652E3;9,226000214E1;1,280000000E2;4,153049983E2;1,096636391E1;4,229842663E0;1,800000000E1
3,619139642E3;5,348801372E1;-6,597677890E0;1,065108658E3;1,121806641E3;9,095999908E1;1,283999939E2;4,153944935E2;1,080123425E1;4,152882099E0;1,700000000E1
3,620139642E3;5,348750611E1;-6,596628140E0;1,063438124E3;1,120135010E3;8,969000244E1;1,285000000E2;4,154804488E2;1,099231625E1;4,537851810E0;1,800000000E1
3,621139642E3;5,348703434E1;-6,595598960E0;1,060170989E3;1,116866821E3;8,920999908E1;1,283999939E2;4,155686300E2;1,096434021E1;4,620841503E0;2,000000000E1
3,622139642E3;5,348654407E1;-6,594551360E0;1,058637036E3;1,115331787E3;8,851000214E1;1,283000031E2;4,156562457E2;1,075537872E1;4,483567238E0;2,100000000E1
3,623139642E3;5,348605901E1;-6,593507770E0;1,057041553E3;1,113735229E3;8,851000214E1;1,281000061E2;4,157444896E2;1,064366531E1;4,364702225E0;2,200000000E1
3,624139642E3;5,348557057E1;-6,592456580E0;1,055668367E3;1,112360962E3;8,823000336E1;1,279000015E2;4,158315773E2;1,062450790E1;4,413425922E0;2,300000000E1
3,625139642E3;5,348509280E1;-6,591413610E0;1,054525636E3;1,111217163E3;8,851000214E1;1,238000031E2;4,159213053E2;1,070751572E1;4,523504257E0;2,400000000E1
3,626139642E3;5,348460112E1;-6,590338290E0;1,053207155E3;1,109897583E3;8,908000183E1;1,254000015E2;4,160105297E2;1,087193203E1;4,634991169E0;2,400000000E1
3,627139642E3;5,348410910E1;-6,589273040E0;1,052046628E3;1,108735962E3;8,895999908E1;1,259000015E2;4,160998919E2;1,111995983E1;5,005825520E0;2,500000000E1
3,628139642E3;5,348360677E1;-6,588218810E0;1,052483148E3;1,109171387E3;8,918000031E1;1,265000000E2;4,161890176E2;1,128684139E1;5,158695698E0;2,500000000E1
3,629139642E3;5,348312182E1;-6,587146340E0;1,052298694E3;1,108985840E3;8,869000244E1;1,270000000E2;4,162784485E2;1,110520554E1;4,953928471E0;2,300000000E1
3,630139642E3;5,348263557E1;-6,586069750E0;1,050580674E3;1,107266724E3;8,933000183E1;1,276999969E2;4,163669957E2;1,087758160E1;4,629606247E0;2,300000000E1
3,631139642E3;5,348215158E1;-6,585007070E0;1,049729586E3;1,106414551E3;8,937000275E1;1,281999969E2;4,164560047E2;1,102463150E1;4,585775852E0;2,200000000E1
3,632139642E3;5,348166178E1;-6,583943110E0;1,049528529E3;1,106212402E3;8,911000061E1;1,286000061E2;4,165452503E2;1,143702984E1;4,819212914E0;2,200000000E1
3,633139642E3;5,348116707E1;-6,582881050E0;1,048216512E3;1,104899292E3;8,908999634E1;1,298000031E2;4,166349397E2;1,207844448E1;5,054092407E0;2,100000000E1
3,634139642E3;5,348067749E1;-6,581803860E0;1,046493124E3;1,103174805E3;8,901999664E1;1,306000061E2;4,167237911E2;1,173834515E1;5,278913021E0;2,100000000E1
3,635139642E3;5,348018739E1;-6,580743340E0;1,044663891E3;1,101344482E3;8,863999939E1;1,300000000E2;4,168118631E2;1,153611183E1;5,171071529E0;2,000000000E1
3,636139642E3;5,347969620E1;-6,579699230E0;1,042259697E3;1,098939209E3;8,866999817E1;1,316999969E2;4,169002679E2;1,100657845E1;4,677310467E0;2,100000000E1
3,637139642E3;5,347919579E1;-6,578661090E0;1,041661049E3;1,098339478E3;8,904000092E1;1,286000061E2;4,169876371E2;1,094263744E1;4,528370857E0;2,200000000E1
3,638139642E3;5,347868669E1;-6,577655420E0;1,041031627E3;1,097708984E3;8,904000092E1;1,288999939E2;4,170781671E2;1,085304260E1;4,538383007E0;2,100000000E1
3,639139642E3;5,347817072E1;-6,576597180E0;1,040605002E3;1,097281250E3;8,961000061E1;1,291999969E2;4,171680322E2;1,085600567E1;4,439836979E0;2,200000000E1
3,640139642E3;5,347765826E1;-6,575547110E0;1,040035058E3;1,096710205E3;8,979000092E1;1,293000031E2;4,172552748E2;1,103331566E1;4,386436462E0;2,300000000E1
3,641139642E3;5,347715231E1;-6,574539500E0;1,040089472E3;1,096763550E3;8,937000275E1;1,301000061E2;4,173437818E2;1,102081299E1;4,758332729E0;2,200000000E1
3,642139642E3;5,347665389E1;-6,573496740E0;1,039792827E3;1,096465820E3;8,891000366E1;1,305000000E2;4,174328359E2;1,117359734E1;4,892151833E0;2,200000000E1
3,643139642E3;5,347615330E1;-6,572446320E0;1,038473728E3;1,095145630E3;8,881999969E1;1,298999939E2;4,175217809E2;1,098630428E1;4,829920292E0;2,000000000E1
3,644139642E3;5,347564521E1;-6,571408260E0;1,037459071E3;1,094129883E3;8,902999878E1;1,298000031E2;4,176079055E2;1,110425377E1;4,942671776E0;1,900000000E1
3,645139642E3;5,347515704E1;-6,570397900E0;1,036349653E3;1,093019409E3;8,844999695E1;1,293000031E2;4,176920692E2;1,104360867E1;5,124544144E0;1,800000000E1
3,646139642E3;5,347468869E1;-6,569398860E0;1,033214943E3;1,089883667E3;8,770999908E1;1,293999939E2;4,177782390E2;1,119835949E1;5,308522701E0;1,800000000E1
3,647139642E3;5,347419645E1;-6,568393230E0;1,032087215E3;1,088754883E3;8,777999878E1;1,300000000E2;4,178655377E2;1,115193844E1;5,364453316E0;2,000000000E1
3,648139642E3;5,347370131E1;-6,567369560E0;1,030040677E3;1,086707275E3;8,762000275E1;1,298000031E2;4,179524830E2;1,132586193E1;5,551874638E0;1,800000000E1
3,649139642E3;5,347321695E1;-6,566338240E0;1,028825678E3;1,085491211E3;8,762999725E1;1,296000061E2;4,180399316E2;1,133837414E1;5,545801163E0;1,800000000E1
3,650139642E3;5,347272474E1;-6,565307710E0;1,027452483E3;1,084116943E3;8,734999847E1;1,296000061E2;4,181274331E2;1,133524036E1;5,536553383E0;1,800000000E1
3,651139642E3;5,347225550E1;-6,564246380E0;1,024597597E3;1,081260986E3;8,716999817E1;1,290000000E2;4,182142511E2;1,115363598E1;5,494682789E0;1,800000000E1
3,652139642E3;5,347176444E1;-6,563226550E0;1,020831572E3;1,077493896E3;8,729000092E1;1,290000000E2;4,183026923E2;1,130107689E1;5,577257156E0;1,800000000E1
3,653139642E3;5,347126630E1;-6,562184820E0;1,020333998E3;1,076995239E3;8,720999908E1;1,288999939E2;4,183865508E2;1,107811546E1;5,446997166E0;1,600000000E1
3,654139642E3;5,347079150E1;-6,561200430E0;1,015989201E3;1,072649414E3;8,612999725E1;1,290000000E2;4,184728305E2;1,101719952E1;5,480676174E0;1,600000000E1
3,655139642E3;5,347028816E1;-6,560208340E0;1,013906518E3;1,070565674E3;8,652999878E1;1,293000031E2;4,185593477E2;1,120496559E1;5,756343842E0;1,700000000E1
3,656139642E3;5,346980426E1;-6,559184740E0;1,011425034E3;1,068083130E3;8,637999725E1;1,293000031E2;4,186452353E2;1,108889484E1;5,578442097E0;1,600000000E1
3,657139642E3;5,346932300E1;-6,558169780E0;1,009508362E3;1,066165405E3;8,623000336E1;1,291000061E2;4,187319166E2;1,112773514E1;5,672080517E0;1,700000000E1
3,658139642E3;5,346883607E1;-6,557147090E0;1,007712794E3;1,064368774E3;8,633000183E1;1,291000061E2;4,188181617E2;1,107954502E1;5,725360870E0;1,600000000E1
3,659139642E3;5,346835291E1;-6,556127790E0;1,004766219E3;1,061421143E3;8,587999725E1;1,291000061E2;4,189037397E2;1,100960064E1;5,625206947E0;1,600000000E1
3,660139642E3;5,346786422E1;-6,555128980E0;1,004000178E3;1,060654053E3;8,605000305E1;1,288999939E2;4,189903881E2;1,133214760E1;5,894496918E0;1,700000000E1
3,661139642E3;5,346737546E1;-6,554109430E0;1,002922016E3;1,059574829E3;8,618000031E1;1,288999939E2;4,190726584E2;1,115767002E1;5,710341930E0;1,600000000E1
3,662139642E3;5,346689447E1;-6,553165010E0;9,995875742E2;1,056239380E3;8,637999725E1;1,293000031E2;4,191597815E2;1,107453346E1;5,610713959E0;1,700000000E1
3,663139642E3;5,346639093E1;-6,552156610E0;9,983861269E2;1,055036865E3;8,655000305E1;1,295000000E2;4,192463688E2;1,122995853E1;5,722214222E0;1,700000000E1
3,664139642E3;5,346588893E1;-6,551156620E0;9,964719044E2;1,053121582E3;8,625000000E1;1,296999969E2;4,193334444E2;1,124525833E1;5,863643169E0;1,700000000E1
3,665139642E3;5,346539642E1;-6,550133910E0;9,934488016E2;1,050097412E3;8,666999817E1;1,296999969E2;4,194208600E2;1,116812706E1;5,834774494E0;1,700000000E1
3,666139642E3;5,346490429E1;-6,549104100E0;9,908295115E2;1,047477051E3;8,655000305E1;1,296999969E2;4,195073318E2;1,101978779E1;5,632753372E0;1,600000000E1
3,667139642E3;5,346441455E1;-6,548089380E0;9,891135302E2;1,045760010E3;8,669999695E1;1,296999969E2;4,195935160E2;1,108965302E1;5,734734058E0;1,600000000E1
3,668139642E3;5,346391857E1;-6,547088910E0;9,874456408E2;1,044091064E3;8,668000031E1;1,296999969E2;4,196802757E2;1,086888409E1;5,273876190E0;1,500000000E1
3,669139642E3;5,346341190E1;-6,546092220E0;9,855974602E2;1,042241821E3;8,647000122E1;1,298000031E2;4,197649749E2;1,075204468E1;5,029932022E0;1,500000000E1
3,670139642E3;5,346290965E1;-6,545130280E0;9,834625105E2;1,040105835E3;8,651999664E1;1,291000061E2;4,198509555E2;1,093957329E1;5,220041275E0;1,500000000E1
3,671139642E3;5,346241512E1;-6,544131820E0;9,819844380E2;1,038626709E3;8,644000244E1;1,290000000E2;4,199370275E2;1,103291321E1;5,389001846E0;1,500000000E1
3,672139642E3;5,346191330E1;-6,543141870E0;9,810210146E2;1,037662231E3;8,663999939E1;1,291000061E2;4,200234445E2;1,116311550E1;5,330044270E0;1,500000000E1
3,673139642E3;5,346141990E1;-6,542133310E0;9,797785432E2;1,036418701E3;8,658000183E1;1,288999939E2;4,201102710E2;1,089746761E1;4,978560925E0;1,600000000E1
3,674139642E3;5,346091632E1;-6,541130950E0;9,780093430E2;1,034648438E3;8,662000275E1;1,291999969E2;4,201953767E2;1,088373947E1;4,623592377E0;1,800000000E1
3,675139642E3;5,346042101E1;-6,540150900E0;9,763631686E2;1,033001221E3;8,615000153E1;1,293999939E2;4,202759316E2;1,065549374E1;4,282386303E0;1,900000000E1
3,676139642E3;5,345994773E1;-6,539229670E0;9,727514840E2;1,029388550E3;8,616000366E1;1,300000000E2;4,203643181E2;1,079228783E1;4,516192436E0;1,900000000E1
3,677139642E3;5,345944061E1;-6,538201600E0;9,704223666E2;1,027058350E3;8,698999786E1;1,303000031E2;4,204508722E2;1,104383945E1;4,866087914E0;1,800000000E1
3,678139642E3;5,345894434E1;-6,537194390E0;9,686475482E2;1,025282471E3;8,650000000E1;1,303000031E2;4,205376066E2;1,088198185E1;4,592707634E0;1,800000000E1
3,679139642E3;5,345844796E1;-6,536183810E0;9,663553979E2;1,022989258E3;8,661000061E1;1,303999939E2;4,206237406E2;1,087266922E1;4,749362469E0;1,700000000E1
3,680139642E3;5,345795526E1;-6,535179900E0;9,646425861E2;1,021275391E3;8,648999786E1;1,301000061E2;4,207108614E2;1,099562263E1;4,940875053E0;1,600000000E1
3,681139642E3;5,345746911E1;-6,534147960E0;9,631779554E2;1,019809692E3;8,698999786E1;1,291999969E2;4,207951281E2;1,080902576E1;4,875343800E0;1,700000000E1
3,682139642E3;5,345699459E1;-6,533155590E0;9,607713952E2;1,017402100E3;8,665000153E1;1,286999969E2;4,208834787E2;1,077852440E1;5,010398865E0;1,800000000E1
3,683139642E3;5,345650053E1;-6,532110500E0;9,591272142E2;1,015756836E3;8,737000275E1;1,279000015E2;4,209698908E2;1,097299957E1;5,236589432E0;1,700000000E1
